track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P3,898,89800,pedestrian/bicycle,1031.774,970.694,-0.807,7.181
P3,899,89900,pedestrian/bicycle,1031.695,971.419,-0.772,7.314
P3,900,90000,pedestrian/bicycle,1031.62,972.156,-0.738,7.435
P3,901,90100,pedestrian/bicycle,1031.547,972.905,-0.705,7.531
P3,902,90200,pedestrian/bicycle,1031.478,973.661,-0.674,7.594
P3,903,90300,pedestrian/bicycle,1031.413,974.422,-0.645,7.616
P3,904,90400,pedestrian/bicycle,1031.349,975.182,-0.616,7.595
P3,905,90500,pedestrian/bicycle,1031.289,975.938,-0.585,7.526
P3,906,90600,pedestrian/bicycle,1031.233,976.685,-0.552,7.412
P3,907,90700,pedestrian/bicycle,1031.179,977.418,-0.521,7.256
P3,908,90800,pedestrian/bicycle,1031.128,978.134,-0.49,7.064
P3,909,90900,pedestrian/bicycle,1031.081,978.83,-0.458,6.844
P3,910,91000,pedestrian/bicycle,1031.037,979.502,-0.425,6.602
P3,911,91100,pedestrian/bicycle,1030.996,980.149,-0.394,6.344
P3,912,91200,pedestrian/bicycle,1030.958,980.771,-0.369,6.08
P3,913,91300,pedestrian/bicycle,1030.922,981.365,-0.352,5.812
P3,914,91400,pedestrian/bicycle,1030.887,981.933,-0.342,5.547
P3,915,91500,pedestrian/bicycle,1030.853,982.475,-0.338,5.29
P3,916,91600,pedestrian/bicycle,1030.819,982.991,-0.337,5.037
P3,917,91700,pedestrian/bicycle,1030.785,983.483,-0.337,4.786
P3,918,91800,pedestrian/bicycle,1030.752,983.949,-0.34,4.54
P3,919,91900,pedestrian/bicycle,1030.718,984.391,-0.342,4.305
P3,920,92000,pedestrian/bicycle,1030.683,984.81,-0.345,4.079
P3,921,92100,pedestrian/bicycle,1030.649,985.207,-0.349,3.861
P3,922,92200,pedestrian/bicycle,1030.613,985.583,-0.356,3.655
P3,923,92300,pedestrian/bicycle,1030.577,985.939,-0.364,3.467
P3,924,92400,pedestrian/bicycle,1030.541,986.277,-0.371,3.295
P3,925,92500,pedestrian/bicycle,1030.503,986.599,-0.376,3.131
P3,926,92600,pedestrian/bicycle,1030.466,986.903,-0.377,2.964
P3,927,92700,pedestrian/bicycle,1030.428,987.191,-0.373,2.787
P3,928,92800,pedestrian/bicycle,1030.391,987.46,-0.367,2.601
P3,929,92900,pedestrian/bicycle,1030.355,987.711,-0.359,2.41
P3,930,93000,pedestrian/bicycle,1030.319,987.942,-0.347,2.22
P3,931,93100,pedestrian/bicycle,1030.286,988.155,-0.33,2.032
P3,932,93200,pedestrian/bicycle,1030.254,988.349,-0.306,1.847
P3,933,93300,pedestrian/bicycle,1030.225,988.524,-0.274,1.665
P3,934,93400,pedestrian/bicycle,1030.199,988.682,-0.236,1.486
P3,935,93500,pedestrian/bicycle,1030.178,988.822,-0.196,1.31
P3,936,93600,pedestrian/bicycle,1030.16,988.944,-0.159,1.144
P3,937,93700,pedestrian/bicycle,1030.146,989.051,-0.128,0.995
P3,938,93800,pedestrian/bicycle,1030.134,989.144,-0.102,0.867
P3,939,93900,pedestrian/bicycle,1030.125,989.226,-0.083,0.764
P3,940,94000,pedestrian/bicycle,1030.117,989.298,-0.069,0.689
P3,941,94100,pedestrian/bicycle,1030.111,989.365,-0.061,0.64
P3,942,94200,pedestrian/bicycle,1030.105,989.428,-0.061,0.617
P3,943,94300,pedestrian/bicycle,1030.098,989.49,-0.071,0.617
P3,944,94400,pedestrian/bicycle,1030.09,989.552,-0.089,0.639
P3,945,94500,pedestrian/bicycle,1030.08,989.618,-0.115,0.678
P3,946,94600,pedestrian/bicycle,1030.067,989.688,-0.145,0.726
P3,947,94700,pedestrian/bicycle,1030.051,989.764,-0.172,0.778
P3,948,94800,pedestrian/bicycle,1030.033,989.844,-0.193,0.829
P3,949,94900,pedestrian/bicycle,1030.013,989.929,-0.205,0.87
P3,950,95000,pedestrian/bicycle,1029.992,990.017,-0.21,0.898
P3,951,95100,pedestrian/bicycle,1029.971,990.108,-0.21,0.913
P3,952,95200,pedestrian/bicycle,1029.95,990.199,-0.208,0.921
P3,953,95300,pedestrian/bicycle,1029.93,990.292,-0.206,0.922
