track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P2,836,83600,pedestrian/bicycle,1045.826,996.886,-2.272,-0.906
P2,837,83700,pedestrian/bicycle,1045.594,996.788,-2.353,-1.046
P2,838,83800,pedestrian/bicycle,1045.355,996.676,-2.444,-1.203
P2,839,83900,pedestrian/bicycle,1045.104,996.546,-2.558,-1.39
P2,840,84000,pedestrian/bicycle,1044.841,996.396,-2.703,-1.612
P2,841,84100,pedestrian/bicycle,1044.563,996.222,-2.866,-1.865
P2,842,84200,pedestrian/bicycle,1044.269,996.022,-3.013,-2.131
P2,843,84300,pedestrian/bicycle,1043.963,995.796,-3.11,-2.384
P2,844,84400,pedestrian/bicycle,1043.65,995.547,-3.142,-2.6
P2,845,84500,pedestrian/bicycle,1043.338,995.279,-3.108,-2.762
P2,846,84600,pedestrian/bicycle,1043.032,994.998,-3.008,-2.869
P2,847,84700,pedestrian/bicycle,1042.739,994.708,-2.856,-2.933
P2,848,84800,pedestrian/bicycle,1042.462,994.413,-2.676,-2.963
P2,849,84900,pedestrian/bicycle,1042.204,994.116,-2.482,-2.967
P2,850,85000,pedestrian/bicycle,1041.966,993.821,-2.282,-2.942
P2,851,85100,pedestrian/bicycle,1041.748,993.529,-2.078,-2.885
P2,852,85200,pedestrian/bicycle,1041.551,993.245,-1.877,-2.797
P2,853,85300,pedestrian/bicycle,1041.372,992.971,-1.684,-2.686
P2,854,85400,pedestrian/bicycle,1041.213,992.709,-1.501,-2.561
P2,855,85500,pedestrian/bicycle,1041.072,992.46,-1.33,-2.424
P2,856,85600,pedestrian/bicycle,1040.946,992.224,-1.177,-2.281
P2,857,85700,pedestrian/bicycle,1040.835,992.003,-1.05,-2.138
P2,858,85800,pedestrian/bicycle,1040.735,991.796,-0.952,-2.011
P2,859,85900,pedestrian/bicycle,1040.643,991.599,-0.887,-1.918
P2,860,86000,pedestrian/bicycle,1040.556,991.41,-0.854,-1.867
P2,861,86100,pedestrian/bicycle,1040.471,991.224,-0.845,-1.853
P3,1054,105400,pedestrian/bicycle,1081.76,1012.875,-8.325,-2.272
P3,1055,105500,pedestrian/bicycle,1080.927,1012.648,-8.339,-2.28
P3,1056,105600,pedestrian/bicycle,1080.092,1012.419,-8.352,-2.283
P3,1057,105700,pedestrian/bicycle,1079.256,1012.192,-8.366,-2.277
P3,1058,105800,pedestrian/bicycle,1078.419,1011.965,-8.376,-2.26
P3,1059,105900,pedestrian/bicycle,1077.581,1011.74,-8.378,-2.23
P3,1060,106000,pedestrian/bicycle,1076.744,1011.519,-8.372,-2.191
P3,1061,106100,pedestrian/bicycle,1075.907,1011.302,-8.359,-2.142
P3,1062,106200,pedestrian/bicycle,1075.073,1011.091,-8.339,-2.084
P3,1063,106300,pedestrian/bicycle,1074.24,1010.886,-8.315,-2.019
P3,1064,106400,pedestrian/bicycle,1073.41,1010.688,-8.284,-1.951
P3,1065,106500,pedestrian/bicycle,1072.583,1010.496,-8.245,-1.881
P3,1066,106600,pedestrian/bicycle,1071.761,1010.311,-8.197,-1.81
P3,1067,106700,pedestrian/bicycle,1070.944,1010.134,-8.142,-1.738
P3,1068,106800,pedestrian/bicycle,1070.133,1009.964,-8.083,-1.668
P3,1069,106900,pedestrian/bicycle,1069.328,1009.8,-8.017,-1.602
P3,1070,107000,pedestrian/bicycle,1068.53,1009.643,-7.943,-1.538
P3,1071,107100,pedestrian/bicycle,1067.74,1009.493,-7.857,-1.476
P3,1072,107200,pedestrian/bicycle,1066.959,1009.348,-7.764,-1.413
P3,1073,107300,pedestrian/bicycle,1066.188,1009.21,-7.663,-1.346
P3,1074,107400,pedestrian/bicycle,1065.427,1009.079,-7.555,-1.277
P3,1075,107500,pedestrian/bicycle,1064.677,1008.955,-7.44,-1.209
P3,1076,107600,pedestrian/bicycle,1063.939,1008.837,-7.322,-1.14
P3,1077,107700,pedestrian/bicycle,1063.213,1008.727,-7.201,-1.068
P3,1078,107800,pedestrian/bicycle,1062.499,1008.624,-7.075,-0.993
P3,1079,107900,pedestrian/bicycle,1061.798,1008.528,-6.946,-0.919
P3,1080,108000,pedestrian/bicycle,1061.11,1008.44,-6.812,-0.848
P3,1081,108100,pedestrian/bicycle,1060.436,1008.359,-6.676,-0.78
P3,1082,108200,pedestrian/bicycle,1059.775,1008.284,-6.536,-0.719
P3,1083,108300,pedestrian/bicycle,1059.129,1008.215,-6.389,-0.662
P3,1084,108400,pedestrian/bicycle,1058.498,1008.151,-6.236,-0.611
P3,1085,108500,pedestrian/bicycle,1057.882,1008.092,-6.081,-0.568
P3,1086,108600,pedestrian/bicycle,1057.281,1008.037,-5.93,-0.535
P3,1087,108700,pedestrian/bicycle,1056.696,1007.985,-5.785,-0.508
P3,1088,108800,pedestrian/bicycle,1056.124,1007.935,-5.644,-0.486
P3,1089,108900,pedestrian/bicycle,1055.567,1007.887,-5.503,-0.468
P3,1090,109000,pedestrian/bicycle,1055.024,1007.841,-5.36,-0.451
P3,1091,109100,pedestrian/bicycle,1054.495,1007.797,-5.213,-0.433
P3,1092,109200,pedestrian/bicycle,1053.981,1007.755,-5.066,-0.416
P3,1093,109300,pedestrian/bicycle,1053.482,1007.714,-4.922,-0.401
P3,1094,109400,pedestrian/bicycle,1052.996,1007.674,-4.784,-0.391
P3,1095,109500,pedestrian/bicycle,1052.525,1007.636,-4.649,-0.382
P3,1096,109600,pedestrian/bicycle,1052.067,1007.598,-4.514,-0.372
P3,1097,109700,pedestrian/bicycle,1051.622,1007.561,-4.372,-0.362
P3,1098,109800,pedestrian/bicycle,1051.192,1007.526,-4.223,-0.348
P3,1099,109900,pedestrian/bicycle,1050.778,1007.492,-4.064,-0.332
P3,1100,110000,pedestrian/bicycle,1050.38,1007.459,-3.894,-0.312
P3,1101,110100,pedestrian/bicycle,1050,1007.429,-3.712,-0.289
