track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P2,266,26600,pedestrian/bicycle,1015.174,1034.016,1.871,-9.553
P2,267,26700,pedestrian/bicycle,1015.353,1033.064,1.709,-9.486
P2,268,26800,pedestrian/bicycle,1015.516,1032.119,1.542,-9.409
P2,269,26900,pedestrian/bicycle,1015.661,1031.183,1.371,-9.319
P2,270,27000,pedestrian/bicycle,1015.79,1030.256,1.201,-9.214
P2,271,27100,pedestrian/bicycle,1015.902,1029.341,1.04,-9.096
P2,272,27200,pedestrian/bicycle,1015.999,1028.438,0.894,-8.967
P2,273,27300,pedestrian/bicycle,1016.082,1027.548,0.769,-8.829
P2,274,27400,pedestrian/bicycle,1016.154,1026.672,0.669,-8.678
P2,275,27500,pedestrian/bicycle,1016.217,1025.813,0.598,-8.511
P2,276,27600,pedestrian/bicycle,1016.275,1024.971,0.554,-8.327
P2,277,27700,pedestrian/bicycle,1016.329,1024.149,0.536,-8.122
P2,278,27800,pedestrian/bicycle,1016.383,1023.348,0.538,-7.895
P2,279,27900,pedestrian/bicycle,1016.438,1022.571,0.557,-7.649
P2,280,28000,pedestrian/bicycle,1016.495,1021.819,0.588,-7.386
P2,281,28100,pedestrian/bicycle,1016.555,1021.094,0.623,-7.109
P2,282,28200,pedestrian/bicycle,1016.62,1020.398,0.659,-6.817
P2,283,28300,pedestrian/bicycle,1016.687,1019.732,0.694,-6.507
P2,284,28400,pedestrian/bicycle,1016.758,1019.097,0.726,-6.18
P2,285,28500,pedestrian/bicycle,1016.832,1018.496,0.755,-5.842
P2,286,28600,pedestrian/bicycle,1016.909,1017.929,0.776,-5.495
P2,287,28700,pedestrian/bicycle,1016.987,1017.397,0.79,-5.139
P2,288,28800,pedestrian/bicycle,1017.066,1016.902,0.796,-4.779
P2,289,28900,pedestrian/bicycle,1017.146,1016.442,0.797,-4.42
P2,290,29000,pedestrian/bicycle,1017.226,1016.017,0.794,-4.069
P2,291,29100,pedestrian/bicycle,1017.304,1015.627,0.783,-3.731
