track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P1,1,100,pedestrian/bicycle,1030.92,992.075,-3.863,-0.172
P1,2,200,pedestrian/bicycle,1030.532,992.059,-3.899,-0.146
P1,3,300,pedestrian/bicycle,1030.14,992.046,-3.943,-0.12
P1,4,400,pedestrian/bicycle,1029.743,992.035,-3.983,-0.089
P1,5,500,pedestrian/bicycle,1029.344,992.028,-4.001,-0.052
P1,6,600,pedestrian/bicycle,1028.944,992.025,-3.999,-0.008
P1,7,700,pedestrian/bicycle,1028.545,992.027,-3.985,0.037
P1,8,800,pedestrian/bicycle,1028.147,992.033,-3.976,0.082
P1,9,900,pedestrian/bicycle,1027.749,992.043,-3.988,0.124
P1,10,1000,pedestrian/bicycle,1027.349,992.057,-4.016,0.158
P1,11,1100,pedestrian/bicycle,1026.945,992.074,-4.051,0.182
P1,12,1200,pedestrian/bicycle,1026.538,992.093,-4.092,0.196
P1,13,1300,pedestrian/bicycle,1026.127,992.113,-4.133,0.202
P1,14,1400,pedestrian/bicycle,1025.712,992.133,-4.17,0.199
P1,15,1500,pedestrian/bicycle,1025.293,992.152,-4.204,0.186
P1,16,1600,pedestrian/bicycle,1024.87,992.17,-4.245,0.164
P1,17,1700,pedestrian/bicycle,1024.443,992.185,-4.304,0.137
P1,18,1800,pedestrian/bicycle,1024.009,992.197,-4.381,0.105
P1,19,1900,pedestrian/bicycle,1023.568,992.206,-4.441,0.068
P1,20,2000,pedestrian/bicycle,1023.122,992.21,-4.463,0.028
P1,21,2100,pedestrian/bicycle,1022.676,992.211,-4.463,-0.014
P1,22,2200,pedestrian/bicycle,1022.231,992.208,-4.448,-0.054
P1,23,2300,pedestrian/bicycle,1021.787,992.2,-4.424,-0.093
P1,24,2400,pedestrian/bicycle,1021.346,992.189,-4.396,-0.129
P1,25,2500,pedestrian/bicycle,1020.908,992.175,-4.368,-0.163
P1,26,2600,pedestrian/bicycle,1020.472,992.157,-4.341,-0.195
P1,27,2700,pedestrian/bicycle,1020.04,992.136,-4.314,-0.224
P1,28,2800,pedestrian/bicycle,1019.61,992.112,-4.285,-0.252
P1,29,2900,pedestrian/bicycle,1019.183,992.086,-4.253,-0.277
P1,30,3000,pedestrian/bicycle,1018.759,992.057,-4.218,-0.297
P1,31,3100,pedestrian/bicycle,1018.339,992.026,-4.184,-0.313
P1,32,3200,pedestrian/bicycle,1017.922,991.995,-4.159,-0.325
P1,33,3300,pedestrian/bicycle,1017.507,991.962,-4.144,-0.336
P1,34,3400,pedestrian/bicycle,1017.093,991.927,-4.134,-0.346
P1,35,3500,pedestrian/bicycle,1016.68,991.892,-4.127,-0.356
P1,36,3600,pedestrian/bicycle,1016.268,991.856,-4.123,-0.365
P1,37,3700,pedestrian/bicycle,1015.855,991.82,-4.123,-0.371
P1,38,3800,pedestrian/bicycle,1015.443,991.782,-4.121,-0.374
P1,39,3900,pedestrian/bicycle,1015.032,991.745,-4.108,-0.372
P1,40,4000,pedestrian/bicycle,1014.622,991.708,-4.089,-0.364
P1,41,4100,pedestrian/bicycle,1014.214,991.673,-4.072,-0.35
P1,42,4200,pedestrian/bicycle,1013.807,991.638,-4.063,-0.335
P1,43,4300,pedestrian/bicycle,1013.4,991.606,-4.064,-0.317
P1,44,4400,pedestrian/bicycle,1012.994,991.575,-4.074,-0.298
P1,45,4500,pedestrian/bicycle,1012.585,991.546,-4.095,-0.281
P1,46,4600,pedestrian/bicycle,1012.174,991.519,-4.117,-0.268
P1,47,4700,pedestrian/bicycle,1011.762,991.492,-4.126,-0.26
P1,48,4800,pedestrian/bicycle,1011.35,991.466,-4.125,-0.255
P1,49,4900,pedestrian/bicycle,1010.938,991.441,-4.11,-0.253
P1,50,5000,pedestrian/bicycle,1010.528,991.416,-4.083,-0.255
P1,51,5100,pedestrian/bicycle,1010.122,991.39,-4.048,-0.263
P1,52,5200,pedestrian/bicycle,1009.719,991.362,-4.013,-0.283
P1,53,5300,pedestrian/bicycle,1009.319,991.333,-3.98,-0.314
P1,54,5400,pedestrian/bicycle,1008.922,991.299,-3.953,-0.356
P1,55,5500,pedestrian/bicycle,1008.528,991.261,-3.933,-0.409
P1,56,5600,pedestrian/bicycle,1008.135,991.217,-3.92,-0.472
P1,57,5700,pedestrian/bicycle,1007.744,991.166,-3.915,-0.548
P1,58,5800,pedestrian/bicycle,1007.352,991.107,-3.913,-0.634
P1,59,5900,pedestrian/bicycle,1006.961,991.038,-3.907,-0.731
P1,60,6000,pedestrian/bicycle,1006.571,990.96,-3.895,-0.839
P1,61,6100,pedestrian/bicycle,1006.183,990.87,-3.877,-0.957
P1,62,6200,pedestrian/bicycle,1005.796,990.768,-3.853,-1.08
P1,63,6300,pedestrian/bicycle,1005.412,990.654,-3.823,-1.204
P1,64,6400,pedestrian/bicycle,1005.032,990.527,-3.79,-1.328
P1,65,6500,pedestrian/bicycle,1004.654,990.388,-3.759,-1.452
P1,66,6600,pedestrian/bicycle,1004.279,990.237,-3.735,-1.573
P1,67,6700,pedestrian/bicycle,1003.907,990.074,-3.711,-1.681
P1,68,6800,pedestrian/bicycle,1003.538,989.902,-3.678,-1.766
P1,69,6900,pedestrian/bicycle,1003.172,989.722,-3.63,-1.824
P1,70,7000,pedestrian/bicycle,1002.813,989.539,-3.561,-1.848
P1,71,7100,pedestrian/bicycle,1002.461,989.354,-3.468,-1.839
P1,72,7200,pedestrian/bicycle,1002.12,989.173,-3.351,-1.801
P1,73,7300,pedestrian/bicycle,1001.792,988.995,-3.218,-1.742
P1,74,7400,pedestrian/bicycle,1001.477,988.825,-3.076,-1.672
P1,75,7500,pedestrian/bicycle,1001.176,988.661,-2.939,-1.6
P1,76,7600,pedestrian/bicycle,1000.888,988.504,-2.829,-1.542
P1,77,7700,pedestrian/bicycle,1000.608,988.352,-2.767,-1.509
P1,78,7800,pedestrian/bicycle,1000.332,988.201,-2.749,-1.499
P2,897,89700,pedestrian/bicycle,1045.768,995.343,-0.589,-0.393
P2,898,89800,pedestrian/bicycle,1045.71,995.306,-0.573,-0.351
P2,899,89900,pedestrian/bicycle,1045.654,995.273,-0.555,-0.309
P2,900,90000,pedestrian/bicycle,1045.6,995.244,-0.528,-0.266
P2,901,90100,pedestrian/bicycle,1045.549,995.219,-0.49,-0.225
P2,902,90200,pedestrian/bicycle,1045.502,995.199,-0.442,-0.187
P2,903,90300,pedestrian/bicycle,1045.461,995.182,-0.384,-0.155
P2,904,90400,pedestrian/bicycle,1045.426,995.167,-0.319,-0.13
P2,905,90500,pedestrian/bicycle,1045.397,995.155,-0.256,-0.11
P2,906,90600,pedestrian/bicycle,1045.374,995.145,-0.197,-0.094
P2,907,90700,pedestrian/bicycle,1045.357,995.136,-0.145,-0.082
P2,908,90800,pedestrian/bicycle,1045.345,995.129,-0.1,-0.074
P2,909,90900,pedestrian/bicycle,1045.337,995.122,-0.066,-0.068
P2,910,91000,pedestrian/bicycle,1045.331,995.115,-0.045,-0.065
P2,911,91100,pedestrian/bicycle,1045.327,995.108,-0.037,-0.065
P2,912,91200,pedestrian/bicycle,1045.323,995.102,-0.041,-0.068
P2,913,91300,pedestrian/bicycle,1045.318,995.095,-0.054,-0.073
P2,914,91400,pedestrian/bicycle,1045.312,995.087,-0.075,-0.078
P2,915,91500,pedestrian/bicycle,1045.303,995.079,-0.102,-0.082
P2,916,91600,pedestrian/bicycle,1045.291,995.071,-0.132,-0.081
P2,917,91700,pedestrian/bicycle,1045.277,995.063,-0.161,-0.077
P2,918,91800,pedestrian/bicycle,1045.259,995.056,-0.184,-0.075
P2,919,91900,pedestrian/bicycle,1045.24,995.048,-0.196,-0.074
P2,920,92000,pedestrian/bicycle,1045.221,995.041,-0.196,-0.075
P2,921,92100,pedestrian/bicycle,1045.202,995.033,-0.184,-0.078
P2,922,92200,pedestrian/bicycle,1045.184,995.025,-0.165,-0.082
P2,923,92300,pedestrian/bicycle,1045.169,995.017,-0.143,-0.087
P2,924,92400,pedestrian/bicycle,1045.155,995.008,-0.124,-0.092
P2,925,92500,pedestrian/bicycle,1045.144,994.998,-0.107,-0.099
P2,926,92600,pedestrian/bicycle,1045.134,994.988,-0.094,-0.104
P2,927,92700,pedestrian/bicycle,1045.125,994.977,-0.086,-0.106
P2,928,92800,pedestrian/bicycle,1045.116,994.967,-0.084,-0.106
P2,929,92900,pedestrian/bicycle,1045.108,994.956,-0.086,-0.102
P2,930,93000,pedestrian/bicycle,1045.099,994.947,-0.089,-0.094
P2,931,93100,pedestrian/bicycle,1045.09,994.938,-0.094,-0.081
P2,932,93200,pedestrian/bicycle,1045.08,994.93,-0.102,-0.068
P2,933,93300,pedestrian/bicycle,1045.07,994.924,-0.113,-0.054
P2,934,93400,pedestrian/bicycle,1045.058,994.919,-0.123,-0.043
P2,935,93500,pedestrian/bicycle,1045.045,994.916,-0.134,-0.033
P2,936,93600,pedestrian/bicycle,1045.031,994.913,-0.146,-0.027
P2,937,93700,pedestrian/bicycle,1045.016,994.91,-0.158,-0.025
P2,938,93800,pedestrian/bicycle,1044.999,994.907,-0.172,-0.026
P2,939,93900,pedestrian/bicycle,1044.982,994.904,-0.182,-0.032
P2,940,94000,pedestrian/bicycle,1044.963,994.901,-0.19,-0.04
P2,941,94100,pedestrian/bicycle,1044.944,994.896,-0.194,-0.053
P2,942,94200,pedestrian/bicycle,1044.924,994.89,-0.196,-0.066
P2,943,94300,pedestrian/bicycle,1044.904,994.883,-0.198,-0.076
P2,944,94400,pedestrian/bicycle,1044.884,994.875,-0.203,-0.083
P2,945,94500,pedestrian/bicycle,1044.864,994.867,-0.209,-0.087
P2,946,94600,pedestrian/bicycle,1044.843,994.858,-0.213,-0.09
P2,947,94700,pedestrian/bicycle,1044.821,994.849,-0.216,-0.093
P2,948,94800,pedestrian/bicycle,1044.8,994.839,-0.217,-0.094
P2,949,94900,pedestrian/bicycle,1044.778,994.83,-0.217,-0.095
P2,950,95000,pedestrian/bicycle,1044.756,994.82,-0.222,-0.095
P2,951,95100,pedestrian/bicycle,1044.733,994.811,-0.233,-0.095
P2,952,95200,pedestrian/bicycle,1044.709,994.801,-0.249,-0.094
P2,953,95300,pedestrian/bicycle,1044.683,994.792,-0.27,-0.089
P2,954,95400,pedestrian/bicycle,1044.655,994.784,-0.296,-0.08
P2,955,95500,pedestrian/bicycle,1044.624,994.776,-0.328,-0.071
