track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P8,2132,213200,pedestrian/bicycle,1041.385,991.535,0.056,1.185
P8,2133,213300,pedestrian/bicycle,1041.394,991.649,0.122,1.106
P8,2134,213400,pedestrian/bicycle,1041.41,991.756,0.188,1.032
P8,2135,213500,pedestrian/bicycle,1041.432,991.856,0.253,0.965
P8,2136,213600,pedestrian/bicycle,1041.46,991.95,0.314,0.917
P8,2137,213700,pedestrian/bicycle,1041.494,992.04,0.37,0.891
P8,2138,213800,pedestrian/bicycle,1041.534,992.129,0.421,0.882
P8,2139,213900,pedestrian/bicycle,1041.578,992.218,0.469,0.892
P8,2140,214000,pedestrian/bicycle,1041.627,992.308,0.513,0.918
P8,2141,214100,pedestrian/bicycle,1041.681,992.402,0.55,0.951
P8,2142,214200,pedestrian/bicycle,1041.737,992.498,0.579,0.983
P8,2143,214300,pedestrian/bicycle,1041.796,992.598,0.601,1.013
P8,2144,214400,pedestrian/bicycle,1041.857,992.701,0.615,1.04
P8,2145,214500,pedestrian/bicycle,1041.919,992.806,0.621,1.061
P8,2146,214600,pedestrian/bicycle,1041.981,992.913,0.625,1.074
P8,2147,214700,pedestrian/bicycle,1042.043,993.02,0.628,1.076
P8,2148,214800,pedestrian/bicycle,1042.106,993.127,0.63,1.066
P8,2149,214900,pedestrian/bicycle,1042.17,993.233,0.635,1.042
P8,2150,215000,pedestrian/bicycle,1042.233,993.335,0.642,1.008
P8,2151,215100,pedestrian/bicycle,1042.298,993.434,0.656,0.971
P8,2152,215200,pedestrian/bicycle,1042.365,993.53,0.677,0.934
P8,2153,215300,pedestrian/bicycle,1042.434,993.621,0.703,0.898
P8,2154,215400,pedestrian/bicycle,1042.506,993.709,0.734,0.865
P8,2155,215500,pedestrian/bicycle,1042.581,993.794,0.77,0.836
P8,2156,215600,pedestrian/bicycle,1042.66,993.877,0.809,0.811
P8,2157,215700,pedestrian/bicycle,1042.743,993.957,0.855,0.789
P8,2158,215800,pedestrian/bicycle,1042.831,994.035,0.907,0.772
P8,2159,215900,pedestrian/bicycle,1042.925,994.111,0.961,0.759
P8,2160,216000,pedestrian/bicycle,1043.023,994.187,1.014,0.748
P8,2161,216100,pedestrian/bicycle,1043.127,994.261,1.067,0.736
P8,2162,216200,pedestrian/bicycle,1043.237,994.334,1.125,0.723
P8,2163,216300,pedestrian/bicycle,1043.353,994.405,1.185,0.705
P8,2164,216400,pedestrian/bicycle,1043.474,994.474,1.242,0.678
P8,2165,216500,pedestrian/bicycle,1043.6,994.54,1.29,0.644
P8,2166,216600,pedestrian/bicycle,1043.731,994.603,1.327,0.604
P8,2167,216700,pedestrian/bicycle,1043.865,994.661,1.351,0.561
P8,2168,216800,pedestrian/bicycle,1044.001,994.715,1.36,0.516
P8,2169,216900,pedestrian/bicycle,1044.137,994.764,1.357,0.471
P8,2170,217000,pedestrian/bicycle,1044.272,994.809,1.346,0.427
P8,2171,217100,pedestrian/bicycle,1044.406,994.85,1.331,0.387
P8,2172,217200,pedestrian/bicycle,1044.538,994.887,1.312,0.35
P8,2173,217300,pedestrian/bicycle,1044.668,994.92,1.289,0.318
P8,2174,217400,pedestrian/bicycle,1044.795,994.95,1.265,0.29
P8,2175,217500,pedestrian/bicycle,1044.921,994.978,1.237,0.263
P8,2176,217600,pedestrian/bicycle,1045.043,995.003,1.204,0.235
P8,2177,217700,pedestrian/bicycle,1045.161,995.025,1.166,0.205
P8,2178,217800,pedestrian/bicycle,1045.275,995.044,1.121,0.175
P8,2179,217900,pedestrian/bicycle,1045.385,995.06,1.067,0.147
P8,2180,218000,pedestrian/bicycle,1045.488,995.073,1.004,0.122
P8,2181,218100,pedestrian/bicycle,1045.586,995.085,0.94,0.103
P8,2182,218200,pedestrian/bicycle,1045.677,995.094,0.883,0.089
P8,2183,218300,pedestrian/bicycle,1045.763,995.103,0.842,0.08
P8,2184,218400,pedestrian/bicycle,1045.846,995.111,0.82,0.075
P8,2185,218500,pedestrian/bicycle,1045.928,995.118,0.813,0.074
P10,2147,214700,pedestrian/bicycle,1042.905,994.44,1.493,1.174
P10,2148,214800,pedestrian/bicycle,1043.053,994.551,1.472,1.048
P10,2149,214900,pedestrian/bicycle,1043.199,994.65,1.455,0.922
P10,2150,215000,pedestrian/bicycle,1043.344,994.736,1.444,0.802
P10,2151,215100,pedestrian/bicycle,1043.488,994.811,1.441,0.692
P10,2152,215200,pedestrian/bicycle,1043.633,994.875,1.449,0.594
P10,2153,215300,pedestrian/bicycle,1043.778,994.93,1.464,0.509
P10,2154,215400,pedestrian/bicycle,1043.926,994.977,1.48,0.434
P10,2155,215500,pedestrian/bicycle,1044.074,995.017,1.486,0.364
P10,2156,215600,pedestrian/bicycle,1044.222,995.05,1.474,0.299
P10,2157,215700,pedestrian/bicycle,1044.368,995.077,1.446,0.237
P10,2158,215800,pedestrian/bicycle,1044.511,995.098,1.409,0.182
P10,2159,215900,pedestrian/bicycle,1044.649,995.114,1.367,0.135
P10,2160,216000,pedestrian/bicycle,1044.784,995.125,1.325,0.099
P10,2161,216100,pedestrian/bicycle,1044.915,995.134,1.284,0.074
P10,2162,216200,pedestrian/bicycle,1045.041,995.14,1.242,0.057
P10,2163,216300,pedestrian/bicycle,1045.163,995.146,1.196,0.047
P10,2164,216400,pedestrian/bicycle,1045.28,995.15,1.142,0.042
P10,2165,216500,pedestrian/bicycle,1045.391,995.154,1.079,0.04
P10,2166,216600,pedestrian/bicycle,1045.495,995.158,1.011,0.037
P10,2167,216700,pedestrian/bicycle,1045.593,995.162,0.94,0.035
P10,2168,216800,pedestrian/bicycle,1045.683,995.165,0.873,0.032
P10,2169,216900,pedestrian/bicycle,1045.768,995.168,0.816,0.03
P10,2170,217000,pedestrian/bicycle,1045.847,995.171,0.775,0.028
P10,2171,217100,pedestrian/bicycle,1045.924,995.174,0.753,0.028
P10,2172,217200,pedestrian/bicycle,1045.999,995.176,0.747,0.027
P11,2670,267000,pedestrian/bicycle,1045.474,994.574,-3.817,-0.186
P11,2671,267100,pedestrian/bicycle,1045.088,994.554,-3.906,-0.222
P11,2672,267200,pedestrian/bicycle,1044.694,994.53,-3.986,-0.251
P11,2673,267300,pedestrian/bicycle,1044.292,994.504,-4.055,-0.263
P11,2674,267400,pedestrian/bicycle,1043.884,994.479,-4.103,-0.251
P11,2675,267500,pedestrian/bicycle,1043.472,994.456,-4.124,-0.211
P11,2676,267600,pedestrian/bicycle,1043.06,994.438,-4.118,-0.148
P11,2677,267700,pedestrian/bicycle,1042.65,994.427,-4.09,-0.067
P11,2678,267800,pedestrian/bicycle,1042.243,994.425,-4.04,0.028
P11,2679,267900,pedestrian/bicycle,1041.843,994.433,-3.973,0.137
P11,2680,268000,pedestrian/bicycle,1041.449,994.453,-3.894,0.259
P11,2681,268100,pedestrian/bicycle,1041.064,994.486,-3.814,0.391
P11,2682,268200,pedestrian/bicycle,1040.686,994.532,-3.738,0.536
P11,2683,268300,pedestrian/bicycle,1040.316,994.593,-3.668,0.695
P11,2684,268400,pedestrian/bicycle,1039.952,994.672,-3.604,0.868
P11,2685,268500,pedestrian/bicycle,1039.595,994.768,-3.542,1.053
P11,2686,268600,pedestrian/bicycle,1039.244,994.883,-3.475,1.25
