track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P1,638,63800,pedestrian/bicycle,1000.78,988.691,4.853,1.663
P1,639,63900,pedestrian/bicycle,1001.263,988.859,4.823,1.699
P1,640,64000,pedestrian/bicycle,1001.744,989.03,4.795,1.73
P1,641,64100,pedestrian/bicycle,1002.222,989.204,4.767,1.749
P1,642,64200,pedestrian/bicycle,1002.698,989.379,4.744,1.75
P1,643,64300,pedestrian/bicycle,1003.172,989.553,4.73,1.731
P1,644,64400,pedestrian/bicycle,1003.644,989.725,4.727,1.694
P1,645,64500,pedestrian/bicycle,1004.118,989.891,4.736,1.642
P1,646,64600,pedestrian/bicycle,1004.592,990.052,4.757,1.577
P1,647,64700,pedestrian/bicycle,1005.069,990.206,4.781,1.5
P1,648,64800,pedestrian/bicycle,1005.548,990.352,4.802,1.414
P1,649,64900,pedestrian/bicycle,1006.03,990.489,4.822,1.323
P1,650,65000,pedestrian/bicycle,1006.513,990.617,4.845,1.234
P1,651,65100,pedestrian/bicycle,1006.999,990.736,4.868,1.153
P1,652,65200,pedestrian/bicycle,1007.486,990.847,4.892,1.077
P1,653,65300,pedestrian/bicycle,1007.977,990.952,4.919,1.006
P1,654,65400,pedestrian/bicycle,1008.47,991.049,4.948,0.939
P1,655,65500,pedestrian/bicycle,1008.967,991.14,4.975,0.876
P1,656,65600,pedestrian/bicycle,1009.465,991.224,5.001,0.815
P1,657,65700,pedestrian/bicycle,1009.967,991.303,5.026,0.757
P1,658,65800,pedestrian/bicycle,1010.47,991.376,5.049,0.699
P1,659,65900,pedestrian/bicycle,1010.976,991.443,5.067,0.644
P1,660,66000,pedestrian/bicycle,1011.483,991.505,5.076,0.592
P1,661,66100,pedestrian/bicycle,1011.991,991.561,5.074,0.545
P1,662,66200,pedestrian/bicycle,1012.498,991.614,5.062,0.505
P1,663,66300,pedestrian/bicycle,1013.003,991.663,5.047,0.473
P1,664,66400,pedestrian/bicycle,1013.507,991.709,5.035,0.449
P1,665,66500,pedestrian/bicycle,1014.01,991.753,5.028,0.435
P1,666,66600,pedestrian/bicycle,1014.513,991.796,5.029,0.431
P1,667,66700,pedestrian/bicycle,1015.017,991.84,5.041,0.438
P1,668,66800,pedestrian/bicycle,1015.522,991.885,5.067,0.457
P1,669,66900,pedestrian/bicycle,1016.031,991.932,5.103,0.489
P1,670,67000,pedestrian/bicycle,1016.543,991.983,5.143,0.531
P1,671,67100,pedestrian/bicycle,1017.059,992.039,5.189,0.581
P1,672,67200,pedestrian/bicycle,1017.581,992.099,5.237,0.634
P1,673,67300,pedestrian/bicycle,1018.107,992.165,5.284,0.686
P1,674,67400,pedestrian/bicycle,1018.637,992.236,5.326,0.733
P1,675,67500,pedestrian/bicycle,1019.172,992.312,5.365,0.773
P1,676,67600,pedestrian/bicycle,1019.71,992.39,5.403,0.803
P1,677,67700,pedestrian/bicycle,1020.252,992.472,5.441,0.82
P1,678,67800,pedestrian/bicycle,1020.798,992.554,5.476,0.828
P1,679,67900,pedestrian/bicycle,1021.347,992.637,5.504,0.828
P1,680,68000,pedestrian/bicycle,1021.899,992.719,5.527,0.821
